"Time","control-project-56b89bcb95-xhkpw / app-namespace / PKG","control-project-56b89bcb95-xhkpw / app-namespace / DRAM","control-project-56b89bcb95-xhkpw / app-namespace / OTHER","control-project-56b89bcb95-xhkpw / app-namespace / GPU"
2025-03-01 16:31:46,0.0530,0,0.996,0
2025-03-01 16:31:47,0.0530,0,0.996,0
2025-03-01 16:31:48,0.0530,0,0.996,0
2025-03-01 16:31:49,0.0530,0,0.996,0
2025-03-01 16:31:50,0.0530,0,0.996,0
2025-03-01 16:31:51,0.0530,0,0.996,0
2025-03-01 16:31:52,0.0530,0,0.996,0
2025-03-01 16:31:53,0.0530,0,0.996,0
2025-03-01 16:31:54,0.0530,0,0.996,0
2025-03-01 16:31:55,0.207,0,1.53,0
2025-03-01 16:31:56,0.207,0,1.53,0
2025-03-01 16:31:57,0.207,0,1.53,0
2025-03-01 16:31:58,0.207,0,1.53,0
2025-03-01 16:31:59,0.207,0,1.53,0
2025-03-01 16:32:00,0.207,0,1.53,0
2025-03-01 16:32:01,0.207,0,1.53,0
2025-03-01 16:32:02,0.207,0,1.53,0
2025-03-01 16:32:03,0.207,0,1.53,0
2025-03-01 16:32:04,0.207,0,1.53,0
2025-03-01 16:32:05,0.207,0,1.53,0
2025-03-01 16:32:06,0.207,0,1.53,0
2025-03-01 16:32:07,0.207,0,1.53,0
2025-03-01 16:32:08,0.207,0,1.53,0
2025-03-01 16:32:09,0.207,0,1.53,0
2025-03-01 16:32:10,0.207,0,1.53,0
2025-03-01 16:32:11,0.207,0,1.53,0
2025-03-01 16:32:12,0.207,0,1.53,0
2025-03-01 16:32:13,0.207,0,1.53,0
2025-03-01 16:32:14,0.207,0,1.53,0
2025-03-01 16:32:15,0.207,0,1.53,0
2025-03-01 16:32:16,0.207,0,1.53,0
2025-03-01 16:32:17,0.207,0,1.53,0
2025-03-01 16:32:18,0.207,0,1.53,0
2025-03-01 16:32:19,0.207,0,1.53,0
2025-03-01 16:32:20,0.207,0,1.53,0
2025-03-01 16:32:21,0.207,0,1.53,0
2025-03-01 16:32:22,0.207,0,1.53,0
2025-03-01 16:32:23,0.207,0,1.53,0
2025-03-01 16:32:24,0.207,0,1.53,0
2025-03-01 16:32:25,0.888,0,3.35,0
2025-03-01 16:32:26,0.888,0,3.35,0
2025-03-01 16:32:27,0.888,0,3.35,0
2025-03-01 16:32:28,0.888,0,3.35,0
2025-03-01 16:32:29,0.888,0,3.35,0
2025-03-01 16:32:30,0.888,0,3.35,0
2025-03-01 16:32:31,0.888,0,3.35,0
2025-03-01 16:32:32,0.888,0,3.35,0
2025-03-01 16:32:33,0.888,0,3.35,0
2025-03-01 16:32:34,0.888,0,3.35,0
2025-03-01 16:32:35,0.888,0,3.35,0
2025-03-01 16:32:36,0.888,0,3.35,0
2025-03-01 16:32:37,0.888,0,3.35,0
2025-03-01 16:32:38,0.888,0,3.35,0
2025-03-01 16:32:39,0.888,0,3.35,0
2025-03-01 16:32:40,0.888,0,3.35,0
2025-03-01 16:32:41,0.888,0,3.35,0
2025-03-01 16:32:42,0.888,0,3.35,0
2025-03-01 16:32:43,0.888,0,3.35,0
2025-03-01 16:32:44,0.888,0,3.35,0
2025-03-01 16:32:45,0.888,0,3.35,0
2025-03-01 16:32:46,0.888,0,3.35,0
2025-03-01 16:32:47,0.888,0,3.35,0
2025-03-01 16:32:48,0.888,0,3.35,0
2025-03-01 16:32:49,0.888,0,3.35,0
2025-03-01 16:32:50,0.888,0,3.35,0
2025-03-01 16:32:51,0.888,0,3.35,0
2025-03-01 16:32:52,0.888,0,3.35,0
2025-03-01 16:32:53,0.888,0,3.35,0
2025-03-01 16:32:54,0.888,0,3.35,0
2025-03-01 16:32:55,0.964,0,2.67,0
2025-03-01 16:32:56,0.964,0,2.67,0
2025-03-01 16:32:57,0.964,0,2.67,0
2025-03-01 16:32:58,0.964,0,2.67,0
2025-03-01 16:32:59,0.964,0,2.67,0
2025-03-01 16:33:00,0.964,0,2.67,0
2025-03-01 16:33:01,0.964,0,2.67,0
2025-03-01 16:33:02,0.964,0,2.67,0
2025-03-01 16:33:03,0.964,0,2.67,0
2025-03-01 16:33:04,0.964,0,2.67,0
2025-03-01 16:33:05,0.964,0,2.67,0