"Time","experimental-project-8457b5d6f6-bwdmb / app-namespace / PKG","experimental-project-8457b5d6f6-bwdmb / app-namespace / DRAM","experimental-project-8457b5d6f6-bwdmb / app-namespace / OTHER","experimental-project-8457b5d6f6-bwdmb / app-namespace / GPU"
2025-03-02 21:03:23,0.329,0,1.55,0
2025-03-02 21:03:24,0.329,0,1.55,0
2025-03-02 21:03:25,0.329,0,1.55,0
2025-03-02 21:03:26,0.329,0,1.55,0
2025-03-02 21:03:27,0.329,0,1.55,0
2025-03-02 21:03:28,0.329,0,1.55,0
2025-03-02 21:03:29,0.329,0,1.55,0
2025-03-02 21:03:30,0.329,0,1.55,0
2025-03-02 21:03:31,0.329,0,1.55,0
2025-03-02 21:03:32,0.329,0,1.55,0
2025-03-02 21:03:33,0.329,0,1.55,0
2025-03-02 21:03:34,0.329,0,1.55,0
2025-03-02 21:03:35,0.329,0,1.55,0
2025-03-02 21:03:36,0.329,0,1.55,0
2025-03-02 21:03:37,0.391,0,2.54,0
2025-03-02 21:03:38,0.391,0,2.54,0
2025-03-02 21:03:39,0.391,0,2.54,0
2025-03-02 21:03:40,0.391,0,2.54,0
2025-03-02 21:03:41,0.391,0,2.54,0
2025-03-02 21:03:42,0.391,0,2.54,0
2025-03-02 21:03:43,0.391,0,2.54,0
2025-03-02 21:03:44,0.391,0,2.54,0
2025-03-02 21:03:45,0.391,0,2.54,0
2025-03-02 21:03:46,0.391,0,2.54,0
2025-03-02 21:03:47,0.391,0,2.54,0
2025-03-02 21:03:48,0.391,0,2.54,0
2025-03-02 21:03:49,0.391,0,2.54,0
2025-03-02 21:03:50,0.391,0,2.54,0
2025-03-02 21:03:51,0.391,0,2.54,0
2025-03-02 21:03:52,0.391,0,2.54,0
2025-03-02 21:03:53,0.391,0,2.54,0
2025-03-02 21:03:54,0.391,0,2.54,0
2025-03-02 21:03:55,0.391,0,2.54,0
2025-03-02 21:03:56,0.391,0,2.54,0
2025-03-02 21:03:57,0.391,0,2.54,0
2025-03-02 21:03:58,0.391,0,2.54,0
2025-03-02 21:03:59,0.391,0,2.54,0
2025-03-02 21:04:00,0.391,0,2.54,0
2025-03-02 21:04:01,0.391,0,2.54,0
2025-03-02 21:04:02,0.391,0,2.54,0
2025-03-02 21:04:03,0.391,0,2.54,0
2025-03-02 21:04:04,0.391,0,2.54,0
2025-03-02 21:04:05,0.391,0,2.54,0
2025-03-02 21:04:06,0.391,0,2.54,0
2025-03-02 21:04:07,1.10,0,3.48,0
2025-03-02 21:04:08,1.10,0,3.48,0
2025-03-02 21:04:09,1.10,0,3.48,0
2025-03-02 21:04:10,1.10,0,3.48,0
2025-03-02 21:04:11,1.10,0,3.48,0
2025-03-02 21:04:12,1.10,0,3.48,0
2025-03-02 21:04:13,1.10,0,3.48,0
2025-03-02 21:04:14,1.10,0,3.48,0
2025-03-02 21:04:15,1.10,0,3.48,0
2025-03-02 21:04:16,1.10,0,3.48,0
2025-03-02 21:04:17,1.10,0,3.48,0
2025-03-02 21:04:18,1.10,0,3.48,0
2025-03-02 21:04:19,1.10,0,3.48,0
2025-03-02 21:04:20,1.10,0,3.48,0
2025-03-02 21:04:21,1.10,0,3.48,0
2025-03-02 21:04:22,1.10,0,3.48,0
2025-03-02 21:04:23,1.10,0,3.48,0
2025-03-02 21:04:24,1.10,0,3.48,0
2025-03-02 21:04:25,1.10,0,3.48,0
2025-03-02 21:04:26,1.10,0,3.48,0
2025-03-02 21:04:27,1.10,0,3.48,0
2025-03-02 21:04:28,1.10,0,3.48,0
2025-03-02 21:04:29,1.10,0,3.48,0
2025-03-02 21:04:30,1.10,0,3.48,0
2025-03-02 21:04:31,1.10,0,3.48,0
2025-03-02 21:04:32,1.10,0,3.48,0
2025-03-02 21:04:33,1.10,0,3.48,0
2025-03-02 21:04:34,1.10,0,3.48,0
2025-03-02 21:04:35,1.10,0,3.48,0
2025-03-02 21:04:36,1.10,0,3.48,0
2025-03-02 21:04:37,1.07,0,4.09,0
2025-03-02 21:04:38,1.07,0,4.09,0
2025-03-02 21:04:39,1.07,0,4.09,0
2025-03-02 21:04:40,1.07,0,4.09,0
2025-03-02 21:04:41,1.07,0,4.09,0
2025-03-02 21:04:42,1.07,0,4.09,0
2025-03-02 21:04:43,1.07,0,4.09,0
2025-03-02 21:04:44,1.07,0,4.09,0
2025-03-02 21:04:45,1.07,0,4.09,0
2025-03-02 21:04:46,1.07,0,4.09,0
2025-03-02 21:04:47,1.07,0,4.09,0
2025-03-02 21:04:48,1.07,0,4.09,0
2025-03-02 21:04:49,1.07,0,4.09,0
2025-03-02 21:04:50,1.07,0,4.09,0
2025-03-02 21:04:51,1.07,0,4.09,0
2025-03-02 21:04:52,1.07,0,4.09,0
2025-03-02 21:04:53,1.07,0,4.09,0
2025-03-02 21:04:54,1.07,0,4.09,0
2025-03-02 21:04:55,1.07,0,4.09,0
2025-03-02 21:04:56,1.07,0,4.09,0
2025-03-02 21:04:57,1.07,0,4.09,0
2025-03-02 21:04:58,1.07,0,4.09,0
2025-03-02 21:04:59,1.07,0,4.09,0
2025-03-02 21:05:00,1.07,0,4.09,0